"fsym_id","ShortInterestDateCurrent","ShortInterestDateOneMonthAgo","ShortInterestDateTwoMonthsAgo","ShortInterestDateThreeMonthsAgo","ShortInterestDateFourMonthsAgo","ShortInterestDateFiveMonthsAgo","ShortInterestDateSixMonthsAgo","ShortInterestDateSevenMonthsAgo","ShortInterestDateEightMonthsAgo","ShortInterestDateNineMonthsAgo","ShortInterestDateTenMonthsAgo","ShortInterestDateElevenMonthsAgo","ShortInterestShsCurrent","ShortInterestShsOneMonthAgo","ShortInterestShsTwoMonthsAgo","ShortInterestShsThreeMonthsAgo","ShortInterestShsFourMonthsAgo","ShortInterestShsFiveMonthsAgo","ShortInterestShsSixMonthsAgo","ShortInterestShsSevenMonthsAgo","ShortInterestShsEightMonthsAgo","ShortInterestShsNineMonthsAgo","ShortInterestShsTenMonthsAgo","ShortInterestShsElevenMonthsAgo","ShortInterestRatioCurrent","ShortInterestRatioOneMonthAgo","ShortInterestRatioTwoMonthsAgo","ShortInterestRatioThreeMonthsAgo","ShortInterestRatioFourMonthsAgo","ShortInterestRatioFiveMonthsAgo","ShortInterestRatioSixMonthsAgo","ShortInterestRatioSevenMonthsAgo","ShortInterestRatioEightMonthsAgo","ShortInterestRatioNineMonthsAgo","ShortInterestRatioTenMonthsAgo","ShortInterestRatioElevenMonthsAgo","ShortInterestAsPercentOfFloat"
"L6NQKK-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",35995374,36411308,39025533,39856574,39277704,37051139,34609703,28352359,24975141,22894744,24554775,21392569,14.504,11.3516,20.2328,19.6253,12.3916,14.7507,10.5471,5.63148,11.7728,5.68811,4.74254,5.51202,28.1941791229219
"W14WTL-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3268700,3060800,3003346,3174139,2938603,3359396,3085548,3447660,3566738,3141927,3661467,3742071,5.24924,9.78304,7.6763,8.76357,7.58255,10.383,10.0764,6.33324,8.70318,8.75198,10.0343,7.914,5.53829520101223
"HP58X9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2598026,3094591,3286819,3374272,3822129,4375368,5518419,5403551,5173125,5524516,5996928,5703597,2.64144,2.60891,4.91325,4.4993,3.89688,4.21106,3.62388,5.66475,4.30361,5.09763,6.08121,5.60866,3.52194927177649
"J89PP7-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",500,100,33700,200,3474,649,849,200,200,500,700,200,.00324026,.000539468,.123285,.000873837,.0211835,.00290177,.0043334,.0118514,.00631325,.0114286,.0110089,.00298745,0
"Q3RFQ9-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1243076,1152906,790839,1186024,1299124,1043166,720493,858163,1501417,1658746,1715296,1209229,3.546,2.37439,1.2654,2.49223,1.81269,2.45401,1.45763,.771468,5.04005,5.16904,3.3911,1.52208,1.41367470038183
"HHD5YV-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2190666,2329928,2412439,2493784,2738895,2505390,2670138,2776362,2854462,2853697,2776568,3044458,6.99741,7.49094,16.8301,13.3136,6.77326,4.66828,6.95834,21.2742,16.7678,13.8115,10.0642,13.7992,5.313712693887
"LWRB71-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",415658,550840,554624,649460,658733,663309,610232,653017,612926,606762,656281,696944,2.31916,2.13806,4.09922,4.45458,3.55614,3.53047,3.33395,2.55489,2.15672,1.98258,2.19428,1.87581,1.41460274148921
"M79GNK-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",123874,292676,175600,209134,248853,303901,244549,187880,178900,215263,469344,378718,.894279,1.96999,1.02524,.967126,1.21437,1.34594,.823193,.910654,1.3643,1.05455,1.77933,1.30612,0
"H7K807-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6556829,5471454,4712543,3877684,3059227,2688114,1947663,1476107,2048522,2018902,1730529,1798534,91.2166,29.7299,32.5061,47.1491,23.0822,13.5927,10.0805,5.9869,7.46067,4.30991,4.84696,4.51608,3.57451432711646
"BK6YC3-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",14582833,14895363,13576295,13263726,13273245,13547996,13690903,13170668,13147129,13067911,13092039,14060271,12.2689,11.7765,16.8001,17.6696,14.8202,11.4128,9.0317,7.90876,9.76408,9.78081,9.63855,12.4784,3.57451432711646
"XDGC6H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",800,0,0,0,2000,100,300,800,200,0,0,100,.357143," "," ",0,.724375,.0273973,.163636,.317505,.0777328," ",0,.027967," "
"W289FW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",29476,151595,110594,36856,25051,39747,22421,15897,11935,23612,18622,13133,.377965,2.55593,2.14305,.597148,.428281,.681977,.376406,.284775,.187316,.313132,.305039,.18051,.0823020632029363
"SL4H4P-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",750,0,0,0,0,0,0,0,0,0,0,0,.0159038," "," "," "," "," "," "," "," "," "," "," ",0
"GMK3HG-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",64032,70744,162866,156439,308094,185032,252305,191895,178073,424692,480772,48713,.41777,.25102,1.36717,1.83105,2.27206,1.17312,1.90245,.784087,.609672,1.00971,1.56283,.235525," "
"VDT074-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3059,3,0,0,240,107,0,25,0,4,626,0,2.58361,.00311203," "," ",.0974421,.0846519," ",.0180505," ",.00187354,.595623," "," "
"K9BJ6Z-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",2142,2326,1846,5480,1262,1490,2467,1939,3830,1858,6799,4796,3.01266,1.93029,1.90309,8.8961,2.24156,6.03239,2.88876,1.7904,7.10575,3.78411,6.67878,2.44694," "
"FSBJQW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1168,747,513,3576,2838,3142,3613,2104,2424,2691,2467,3325,2.07092,.716891,.489504,3.03823,2.53167,4.60029,2.41511,1.02285,2.97423,2.79439,1.12238,1.38024," "
"KWHP9H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1919,2723,702,1159,702,702,749,312,2726,2626,2509,2016,2.54847,2.34741,1.4968,1.35239,1.01299,1.13409,.793432,.207447,6.26667,6.23753,4.73396,1.11013," "
"FFY03Q-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",13177,7214,6730,8145,21755,20924,11268,17753,36749,17584,14407,10832,.589971,.231018,.283715,.401192,1.10359,.480636,.592367,.815667,1.53787,.485786,.321872,.314035," "
"SQFM0L-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1791,2401,3157,2896,3215,2218,5094,4601,2791,9636,2987,1564,20.8256,3.57292,18.3547,22.625,1.87902,2.68523,25.2178,67.6618,6.41609,7.67809,4.60247,30.6667," "
"HCY7CW-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",5801,6617,12563,14145,19195,6241,18098,4822,4964,346,13,0,11.7192,11.9873,11.6865,13.9222,7.62311,4.89107,3.86132,9.98344,3.64732,.458278,.0108878," "," "
"XHZHBX-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",88,2253,88,381,381,388,388,388,88,88,88,88,.022318,1.60356,.0177276,.161441,.167915,.112692,.123175,.0714944,.0168099,.0294019,.02074,.0222447," "
"MZ73HZ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11664,12623,12019,9205,9314,9653,12222,9656,5801,4640,4963,4817,18.0557,66.089,15.4685,27.1534,122.553,11.2769,37.9565,4.46005,3.25168,76.0656,32.6513,6.85206," "
"TNWZ3W-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4429,3766,3570,3863,4206,3379,3181,4665,4370,4505,3603,723,13.0265,11.6957,38.3871,11.6006,10.8402,33.79,10.0665,16.9636,140.968,29.0645,7.90132,5.09155," "
"VZZ3P2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",8801627,9240062,4738258,4650554,4778575,4470805,4483878,5399517,6099916,6582502,6845475,6915269,13.0152,10.1146,8.47936,7.705,6.08217,4.98004,5.09133,4.19183,9.07418,12.4056,8.27721,8.29029,5.51206874508605
"TQ8V8H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",749068,912363,991437,999597,1138317,554548,361531,326934,346896,512650,514211,712570,1.69898,1.58693,2.21873,2.62247,2.11712,.683731,.675148,4.22532,4.8455,3.84585,3.48125,6.06343,0
"MVJ3KF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",6945504,5718219,4229091,4295525,4184885,3819388,2611860,2515779,2181943,2571635,2565633,2461470,4.85028,4.65111,4.78997,.523851,3.88309,.722408,8.1995,3.10574,6.65111,7.63708,3.19117,3.49559,45.4507553406652
"V1JWVZ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",13892,19603,40021,100473,123052,84839,17512,10268,11596,25445,61601,38665,.902605,.99437,1.59567,4.23365,3.80695,1.25687,.586549,.495751,.640982,1.38115,2.70857,1.04971," "
"M9H3JX-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",14911,14232,20449,13236,9378,12661,10422,12242,11340,27669,35061,27335,1.46733,1.82135,1.23806,.59576,.75048,.706766,.417214,.620382,1.06509,1.73713,2.89832,2.30112," "
"KW3VM8-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",8126107,8461333,7556227,7259540,7302261,6705767,7133008,7279705,6377046,5969122,5701159,5948207,6.65505,7.18825,6.02563,4.76939,2.62498,4.36699,5.21768,3.95344,4.19393,3.8267,2.64096,4.12852," "
"BPSZ7D-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",17604,27120,24183,34178,22870,47659,78293,31875,23566,23615,13442,22054,.486904,1.48059,.665081,.358275,.767038,.517206,2.27147,.727457,.670384,.829004,.288368,.329312," "
"J0RZFD-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,47903,38000,4500,0,2928,100,208,15751,8612,8812,733,0,.391765,.327934,.0425131,0,.0466334,.00102672,.00201982,.178468,.0551565,.0422888,.00253786,0
"N85RDX-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",8033656,7598960,6496698,6337224,6115209,6411669,7037271,7197161,8176343,7615470,7330386,7575122,9.37095,5.40664,6.54749,7.62721,6.38467,7.15163,8.27096,6.10998,10.6787,7.02466,6.32417,5.07799,6.63165179586737
"BNLS9H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1358,1644,4727,3236,3405,3370,2624,4770,6319,11945,9687,3724,.333497,.65839,2.26389,1.80178,2.11754,.857288,1.48081,2.0437,.584227,1.40894,3.85783,.574337,.129783124562173
"G92FN4-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",362782,366976,349820,451914,630520,573420,885671,832069,968757,1019485,878444,956549,1.29405,.962267,1.7408,2.50285,1.74704,1.50425,2.77789,3.01288,4.62008,2.87035,2.97839,3.23896,.994890239211946
"WDC30F-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",9355976,9504412,9692318,9268330,9148967,9345972,8539423,8100746,8141746,8050814,8034228,7794484,20.1377,12.255,8.20783,23.2866,16.9863,13.4681,15.6722,8.37185,15.0234,13.3222,12.9396,10.0451,12.7591537582752
"LY653H-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",13733682,12962728,15366016,15032276,13219896,16834795,15226178,17841963,20180976,20385931,17924270,18580571,2.79285,1.71911,2.11653,2.49502,1.86479,2.31711,2.62459,2.4612,3.19977,2.86402,2.44686,2.45082,2.08288737546562
"Q63955-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1100,300,0,412,1000,900,579,2363,300,5100,700,1300,.229973,.0883054,0,.0623251,.0604567,.0510972,.0348514,.289667,.0392932,.614938,.0882815,.197282,0
"V1H7QF-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4564156,4865902,4045027,4256256,4259728,4803170,5171244,5992150,4380556,3211097,3891411,4567411,3.20892,2.48951,2.11771,2.28065,2.56918,2.17201,3.33724,2.53587,2.32526,1.06246,2.14287,2.21114,1.401478895983
"MS6NZ1-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3500,3500,3500,3500,3500,3500,2500,3000,3000,3000,1000,500,.636364,.33871,.175,.411765,.729167,.734266,.925926," ",.328767,.41502,.239044,.214286,0
"JT71M6-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",897209,650566,860499,1147356,1184488,873824,1150487,880282,862007,892995,800718,887782,2.24562,.900425,1.77234,2.96306,1.8399,1.84255,3.17678,2.19312,1.80741,1.7665,1.94937,2.48806,1.69938479932592
"XLY63V-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11667775,11236872,12139784,13243341,13051543,14993336,14523217,12889609,13230957,12706323,11701388,14268526,4.71515,4.15254,3.67329,4.9547,4.26045,5.22921,4.43375,3.97382,4.12226,3.60958,2.26669,3.41343,1.55253303190157
"VCYL9T-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",216400,300,15200,257,0,30000,169100,110000,500,0,200000,76000,.990223,.0032873,.153453,.003837,0,.29448,.704482,.43989,.00338584,0,.40199,1.37922,0
"LQ7DM0-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",552507,519687,602265,506887,511287,525987,560187,729358,609275,620093,578462,471980,2.51034,3.04893,9.03416,5.21895,5.37442,4.42122,3.71397,6.28212,8.28453,7.89987,4.98031,2.46705,0
"KC8D91-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,5500,6100,11600,10000,265000,0,3000,3300,4300,3000,3000,0,.0388588,.0841782,.0826407,.077824,3.20851,0,.0242654,.0147021,.0176371,.0109591,.0112571,0
"PY63K2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",240173,256028,231149,233473,243100,243331,210029,209820,211501,210952,209038,205332,7.04687,8.61451,9.58643,8.06007,7.37152,7.95914,6.10519,6.81923,7.72229,5.293,5.33497,6.09538,0
"G96265-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",291187,341421,322966,317260,349199,362817,343336,329502,338177,332625,367569,411324,2.1269,2.22397,2.53486,2.16272,1.53691,3.33116,3.02041,2.79606,4.06189,4.43512,2.69433,2.63029,1.05085988319561
"M975DG-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",1300,3635,62,2491,866,1366,720,0,1544,302,876,1380,.400246,.927533,.0541012,1.77169,.483529,.562603,.351906," ",.805425,.109301,.450386,.682493," "
"Q9P4M7-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",7826,6797,5649,4684,6399,3706,5422,4919,1693,1688,1233,146,1.32241,2.32694,2.11573,1.74321,1.35285,.49899,.866134,.78767,.629134,.285521,.198999,.0243171," "
"SHMHWZ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4559149,4397551,3918359,4117584,4098340,4120719,3698857,3587276,3168224,3506759,3302903,2936438,8.02321,5.75202,4.73614,7.01974,6.83076,5.41654,4.95788,3.79541,4.52401,5.25604,5.36009,4.50143,6.95947530293603
"XLYQ3B-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",546284,540982,512865,511625,517769,537637,538151,469336,330701,172344,83207,42203.16,3.85508,6.87022,2.30781,3.21803,3.02952,4.47364,.812337,1.04734,.491765,.614349,.149917,.537674,23.7286265618111
"T913Z2-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",36244,13112,64091,399363,470277,536877,543035,544275,771271,759255,781096,785390,1.50662,.539645,3.0377,16.4445,13.6166,15.2132,17.4282,20.0504,44.7454,41.2448,37.117,38.6419,0
"VT5051-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",3067399,3079681,3079244,3076690,3098799,2895069,2808064,2745403,2803875,2726139,2502318,2517473,37.7773,57.8273,61.0493,14.3532,13.2471,12.9999,39.2029,41.912,29.3551,22.78,21.2678,21.9429,0
"TGCGTR-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11606,37116,44100,55208,24223,9900,10786,10612,11300,9100,8600,102700,3.72868,13.0831,16.0692,29.9598,11.0926,5.6991,5.30628,4.35309,4.47427,8.64198,6.76396,58.6423," "
"PC6B84-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",11828,30301,11167,11810,11689,13173,12381,10700,11800,9300,17300,9100,8.65215,18.9191,6.78484,5.83931,6.24746,7.07709,3.74813,2.57976,4.47448,3.41041,6.62439,3.97178," "
"N5W033-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",0,1000,7800,100,0,231,132,0,356,0,0,445,0,.517036,4.3203,.171135,0,.368147,.216986,0,.281748," ",0,.181259," "
"S914NQ-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",100,0,0,0,0,0,0,100,100,5700,31700,10500,.0763553," "," "," "," "," ",0,.028832,.0264216,2.00362,8.39343,2.72287," "
"FWHC5K-R","08/31/2018","08/15/2018","07/31/2018","07/13/2018","06/29/2018","06/15/2018","05/31/2018","05/15/2018","04/30/2018","04/13/2018","03/29/2018","03/15/2018",4233272,4686717,5255310,5108038,5015042,4751959,4484922,4181963,4853569,4587637,3747082,5674998,1.94758,1.70433,2.72914,3.09928,1.58289,1.56424,1.31622,1.28825,1.87592,1.72913,1.58699,2.48615,1.33347036987379
